artigoEmPeriodico	Antonio Batista Pereira	0	0073-4705	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Composition and distribution of moss formation in the ice-free areas adjoining the Arctowski region, Admiralty Bay, King George Insland, Antarctica	Iheringia. Série Botânica	VICTORIA, F. C. ; PEREIRA, A. B. ; COSTA, Denise Pinheiro	Qualis nao identificado	Iheringia. Série Botânica
artigoEmPeriodico	Antonio Batista Pereira	0	1011-1344	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.jphotobiol.2009.04.011&md5=b711aac21051e864a0dcc229d97aa8e2	Protective effects of three extracts from Antarctic plants against ultraviolet radiation in several biological models	Journal of Photochemistry and Photobiology. B, Biology	PEREIRA, Betina Kappel ; ROSA, Renato Moreira ; SILVA, Juliana da ; GUECHEVA, TEMENOUGA NIKOLOVA ; OLIVEIRA, IURI MARQUES DE ; IANISTCKI, MARTUS ; BENVEGNÚ, VINÍCIUS COSMOS ; FURTADO, GABRIEL VASATA ; FERRAZ, ALEXANDRE ; RICHTER, MARC FRANÇOIS ; SCHRODER, NÁDIA ; PEREIRA, Antônio Batista ; HENRIQUES, JOÃO ANTONIO PÊGAS	Qualis nao identificado	Journal of Photochemistry and Photobiology. B, Biology
artigoEmPeriodico	Antonio Batista Pereira	0	1336-9563	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.2478/s11756-008-0111-2&md5=40eb6c463fc1df7d09d9456047d4b078	Freezing and desiccation injury resistance in the filamentous green alga Klebsormidium from the Antarctic, Arctic and Slovakia	Biologia	Elster, J. ; Degma, P. ; KOVÁCIK, L. ; Valentová, L. ; Sranková, K. ; PEREIRA, A. B.	Qualis nao identificado	Biologia
artigoEmPeriodico	Antonio Batista Pereira	0		http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Diatoms from Keller Peninsula, King George Island, Antarctica - preliminary Study	Bull Slov Bot Spolocn	KOVACIK, Lubomir ; GIANLUPPI, Leandro ; HINDÁKOVÁ, Alica ; PEREIRA, A. B.	Qualis nao identificado	Bull Slov Bot Spolocn
artigoEmPeriodico	Antonio Batista Pereira	0		http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Contribuição ao conhecimento do gênero Lepiota no Brasil II	Pesquisas/Antropologia	PEREIRA, A. B	Qualis nao identificado	Pesquisas/Antropologia
artigoEmPeriodico	Antonio Batista Pereira	0	0373-840X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Contribuição ao conhecimento do gênero Lepiota no Brasil I	Pesquisas. Botânica	PEREIRA, A. B	B5	PESQUISAS. BOTÂNICA
artigoEmPeriodico	Antonio Batista Pereira	0	0103-4049	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	The lichens of Rip Point, Nelson Island, Antarctica	Pesquisa Antártica Brasileira	PUTZKE, J. ; PEREIRA, A. B.	Qualis nao identificado	Pesquisa Antártica Brasileira
artigoEmPeriodico	Antonio Batista Pereira	0	0103-4049	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Mosses communities of Rip Point in Northern Nelson Island, Antarctica	Pesquisa Antártica Brasileira	PUTZKE, J. ; PEREIRA, A. B.	Qualis nao identificado	Pesquisa Antártica Brasileira
artigoEmPeriodico	Antonio Batista Pereira	0		http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Macroscopic Fungi From The South Shetlands, Antarctica.	Ser. Científica INACH	PUTZKE, J. ; PEREIRA, A. B.	Qualis nao identificado	Ser. Científica INACH
artigoEmPeriodico	Antonio Batista Pereira	0	0103-4049	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Mosses of King George Island, Antarctica	Pesquisa Antártica Brasileira	PUTZKE, J. ; PEREIRA, A. B.	Qualis nao identificado	Pesquisa Antártica Brasileira
artigoEmPeriodico	Antonio Batista Pereira	0		http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	O gênero Polygonum L. no Rio Grande do Sul	Pesquisa	PILZ, Â. B. F. ; PEREIRA, A. B.	Qualis nao identificado	Pesquisa
artigoEmPeriodico	Beatriz Stoll Moraes	2016	2238-0167		Implantações de tecnologias voltadas ao desenvolvimento educacional, socioambiental e de bem-estar das escolas do campo do município de São Gabriel-RS	Revista da Extensão da UFRGS	COPETTI, A. C. C. ; TORRES, F.P. ; MORAES, B. S. ; MEDEIROS, A. V. ; MATTOS, L. S. ; PONS, S. S. ; MOURA, W. N.	Qualis nao identificado	Revista da Extensão da UFRGS
artigoEmPeriodico	Beatriz Stoll Moraes	0	2236-1170		Toxicidade de cádmio em plantas	Revista Eletrônica em Gestão, Educação e Tecnologia Ambiental	VIEIRA, L. R. ; CORREA, E. S. ; MORAES, B. S. ; ROSSATO, M. V. ; VESTENA, S.	B3	REVISTA ELETRÔNICA EM GESTÃO, EDUCAÇÃO E TECNOLOGIA AMBIENTAL
trabalhoCompletoEmCongresso	Beatriz Stoll Moraes	2018		Utilização de Lotos de ETA como fonte alternativa de energia	56 Congreso Internacional de Americanistas	MORAES, B. S.; SCHNEIDER, I. A. H. ; SOUZA, A. S. S. ; AMERICO, R. ; LHAMBY, A. R. ; MARQUES, L. P. ; GOLVEA, L. H. A.	Qualis nao identificado	56 Congreso Internacional de Americanistas
trabalhoCompletoEmCongresso	Beatriz Stoll Moraes	2017		O papel das Universidades no desenvolvimento de tecnologias sustentáveis: o caso da Universidade de Évora-PT	7ª Conferência Internacional de Materiais e Processos para Energias Renováveis	YOUNG, J. ; SCHWANKE, C. M. ; MORAES, B. S.	Qualis nao identificado	7ª Conferência Internacional de Materiais e Processos para Energias Renováveis
trabalhoCompletoEmCongresso	Beatriz Stoll Moraes	2017		Caracterização da cinza da casca de arroz (CCA) para aplicação em catalizador na conversão à biodiesel	7ª Conferência Internacional de Materiais e Processos para Energias Renováveis	SCHWANKE, C. M. ; YOUNG, J. ; MORAES, B. S. ; RUSSINI, A. ; CROSSETTI, G. L.	Qualis nao identificado	7ª Conferência Internacional de Materiais e Processos para Energias Renováveis
trabalhoCompletoEmCongresso	Beatriz Stoll Moraes	2016		ESTRATÉGIAS DE GESTÃO DOS RESÍDUOS DE UMA MADEIREIRA NO MUNICÍPIO DE SÃO GABRIEL / RS	5º Fórum Internacional Ecoinovar	BLASCKESI, T. J. F. ; MORAES, B. S. ; COPETTI, A. C. C. ; ALVES, R. R.	Qualis nao identificado	5º Fórum Internacional Ecoinovar
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2018	A INCLUSÃO DA EDUCAÇÃO AMBIENTAL COMO COMPONENTE CURRICULAR NAS ESCOLAS MUNICIPAIS DE SÃO GABRIEL-RS	7 Fórum Internacional Ecoinovar, 2018, Santa Maria/RS. 7 Fórum Internacional Ecoinovar. Santa Maria	CABREIRA, A. P. M. ; BENETTI, L. B. ; PIRES, V. K. ; MORAES, B. S. ; SANTOS, A. L.	Qualis nao identificado	7 Fórum Internacional Ecoinovar, 2018, Santa Maria/RS. 7 Fórum Internacional Ecoinovar. Santa Maria
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2018	Viabilidade econômica para implantação de um sistema de energia fotovoltaico em um estabelecimento comercial do ramo alimentício em São Gabriel-RS	IX Congresso Brasileiro de Gestão Ambiental, 2018, São Bernardo dos Campos. IX Congresso Brasileiro de Gestão Ambiental. São Bernardo dos Campos: Metodista	MORAES, B. S.; OLIVEIRA, L. A. ; OLIVEIRA, N. A. ; OLIVEIRA, V. S. ; PIRES, V. K.	Qualis nao identificado	IX Congresso Brasileiro de Gestão Ambiental, 2018, São Bernardo dos Campos. IX Congresso Brasileiro de Gestão Ambiental. São Bernardo dos Campos: Metodista
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2018	Analysis of the disposal of packaging of agrochemicals in the municipality of São Gabriel/RS according to CONAMA Resolution 465/2014	2nd International Conference on Sustentainability, Human Geography and Environment 2018, 2018, Kraków. 2nd International Conference on Sustentainability, Human Geography and Environment 2018	PIRES, V. K. ; BENETTI, L. B. ; SUCKY, A. ; LHAMBY, A. R. ; MORAES, B. S.	Qualis nao identificado	2nd International Conference on Sustentainability, Human Geography and Environment 2018, 2018, Kraków. 2nd International Conference on Sustentainability, Human Geography and Environment 2018
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2018	Sustainable practices and the use of personal protective equipament on rural properties producing tobacco	2nd International Conference on Sustentainability, Human Geography and Environment 2018, 2018, Kraków. 2nd International Conference on Sustentainability, Human Geography and Environment 2018	PIRES, V. K. ; NASSINHACK, V. S. ; FANTINEL, R. A. ; LHAMBY, A. R. ; MORAES, B. S.	Qualis nao identificado	2nd International Conference on Sustentainability, Human Geography and Environment 2018, 2018, Kraków. 2nd International Conference on Sustentainability, Human Geography and Environment 2018
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2017	AVALIAÇÃO DO CONHECIMENTO SOBRE EDUCAÇÃO AMBIENTAL: UMA PESQUISA COM ALUNOS DO 6° ANO DE ESCOLAS	IX Salão Internacional de Ensino. Pesquisa e Extensão, 2017, Santana do Livramento. IX Salão Internacional de Ensino, Pesquisa e Extensão	MENEZES, C. ; ANDRADE, W. ; MORAES, B. S. ; BENETTI, L. B.	Qualis nao identificado	IX Salão Internacional de Ensino. Pesquisa e Extensão, 2017, Santana do Livramento. IX Salão Internacional de Ensino, Pesquisa e Extensão
resumoExpandidoEmCongresso	Beatriz Stoll Moraes	2017	FÍSICA PARA GESTÃO AMBIENTAL: UMA EXPERIÊNCIA QUE DEU CERTO	IX Salão Internacional de Ensino. Pesquisa e Extensão, 2017, Santana do Livramento. IX Salão Internacional de Ensino, Pesquisa e Extensão	MORAES, B. S.; COITINHO, W. L. S. ; OLIVEIRA, J. L. H. ; BENETTI, L. B.	Qualis nao identificado	IX Salão Internacional de Ensino. Pesquisa e Extensão, 2017, Santana do Livramento. IX Salão Internacional de Ensino, Pesquisa e Extensão
trabalhoCompletoEmCongresso	Camila de Almeida Silva	2017		Desafios e possibilidades do uso de jornais e revistas para a pesquisa em História: Imprensa enquanto partido político	II Congresso Internacional Interdisciplinar de Ciências Humanas - 'América Latina no século XXI: Os novos rumos da Educação e da Democracia'	SILVA, Camila de A	Qualis nao identificado	II Congresso Internacional Interdisciplinar de Ciências Humanas - 'América Latina no século XXI: Os novos rumos da Educação e da Democracia'
artigoEmPeriodico	Carlos Benhur Kasper	2018	1519-6984	http://dx.doi.org/10.1590/1519-6984.174403	Activity pattern of medium and large sized mammals and density estimates of Cuniculus paca (Rodentia: Cuniculidae) in the Brazilian Pampa	BRAZILIAN JOURNAL OF BIOLOGY	LEUCHTENBERGER, C. ; OLIVEIRA, E. S. ; CARIOLATTO, L. P. ; KASPER, Carlos Benhur	Qualis nao identificado	BRAZILIAN JOURNAL OF BIOLOGY
artigoEmPeriodico	Carlos Benhur Kasper	2018	0932-0113	http://dx.doi.org/10.1007/s00436-018-5996-2	Molecular survey of Rickettsia spp. in the Neotropical deer tick Haemaphysalis juxtakochi from Brazilian Pampa	PARASITOLOGY RESEARCH	SOUZA, UGO ; DALL?AGNOL, BRUNO ; MICHEL, THAIS ; WEBSTER, ANELISE ; WECK, BARBARA ; DOYLE, ROVAINA ; KASPER, Carlos B. ; SOARES, JOÃO ; MARTINS, JOÃO RICARDO ; TRIGO, TATIANE C. ; OTT, RICARDO ; JARDIM, MÁRCIA M. A. ; RECK, JOSÉ	A2	PARASITOLOGY RESEARCH (1987. PRINT)
artigoEmPeriodico	Carlos Benhur Kasper	2018	1932-6203	http://dx.doi.org/10.1371/journal.pone.0201257	Trophic ecology of sympatric small cats in the Brazilian Pampa	PLoS One	MIGLIORINI, RAISSA PRIOR ; PETERS, FELIPE BORTOLOTTO ; FAVARINI, MARINA OCHOA ; KASPER, Carlos Benhur	Qualis nao identificado	PLoS One
artigoEmPeriodico	Carlos Benhur Kasper	2018	0021-8782	http://dx.doi.org/10.1111/joa.12892	Functional myology of the thoracic limb in Pampas fox ( <i>Lycalopex gymnocercus</i> ): a descriptive and comparative analysis	JOURNAL OF ANATOMY	DE SOUZA JUNIOR, PAULO ; SANTOS, LUCAS MUCCI RICHTER PEREIRA DOS ; VIOTTO-SOUZA, WILSON ; DE CARVALHO, NATAN DA CRUZ ; SOUZA, ERICK CANDIOTA ; KASPER, Carlos Benhur ; ABIDU-FIGUEIREDO, MARCELO ; SANTOS, ANDRÉ LUIZ QUAGLIATTO	Qualis nao identificado	JOURNAL OF ANATOMY
artigoEmPeriodico	Carlos Benhur Kasper	2018	0012-9658	http://dx.doi.org/10.1002/ecy.2464	BRAZIL ROAD-KILL: a data set of wildlife terrestrial vertebrate road-kills	ECOLOGY	GRILO, CLARA COIMBRA, MICHELY R	Qualis nao identificado	ECOLOGY
artigoEmPeriodico	Carlos Benhur Kasper	2018	0952-8369	http://dx.doi.org/10.1111/jzo.12636	Comparative trophic ecology of two sympatric canids in the Brazilian Pampa	JOURNAL OF ZOOLOGY	BOSSI, M. A. S. ; MIGLIORINI, R. P. ; SANTOS, T. G. ; KASPER, C. B.	Qualis nao identificado	JOURNAL OF ZOOLOGY
artigoEmPeriodico	Carlos Benhur Kasper	2017	0327-9383		Análise tricológica de pelos-guarda de roedores do Pampa Brasileiro, com uma chave de identificação.	MASTOZOOLOGÍA NEOTROPICAL (IMPRESA)	MIGLIORINI, R. P. ; BOSSI, M. A. S. ; PETERS, F. B. ; CHRISTOFF, A. U. ; KASPER, Carlos Benhur	Qualis nao identificado	MASTOZOOLOGÍA NEOTROPICAL (IMPRESA)
artigoEmPeriodico	Carlos Benhur Kasper	2017	1042-7260	http://dx.doi.org/10.1638/2016-0058r3.1	DETECTION OF <i>BARTONELLA</i> SP. IN DEER LOUSE FLIES ( <i>LIPOPTENA MAZAMAE</i> ) ON GRAY BROCKET DEER ( <i>MAZAMA GOUAZOUBIRA</i> ) IN THE NEOTROPICS	JOURNAL OF ZOO AND WILDLIFE MEDICINE	SOUZA, UGO ; DALL'AGNOL, BRUNO ; MICHEL, THAIS ; WEBSTER, ANELISE ; KLAFKE, GUILHERME ; MARTINS, JOÃO RICARDO ; KASPER, Carlos Benhur ; TRIGO, TATIANE CAMPOS ; OTT, RICARDO ; MARIA DE ASSIS JARDIM, MÁRCIA ; RECK, JOSÉ	Qualis nao identificado	JOURNAL OF ZOO AND WILDLIFE MEDICINE
artigoEmPeriodico	Carlos Benhur Kasper	0	1678-4375	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/1519-6984.19414&md5=7fb9eebcc2dcb59c90914ec022562908	Home range and density of three sympatric felids in the Southern Atlantic Forest, Brazil	Brazilian Journal of Biology (Online)	KASPER, C. B.; SCHNEIDER, A. ; OLIVEIRA, T. G.	Qualis nao identificado	Brazilian Journal of Biology (Online)
artigoEmPeriodico	Carlos Benhur Kasper	0	0952-8369	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/jzo.12358&md5=c3098df8775b7a4d14b9d2b477e4ffd9	Biogeography of polymorphic phenotypes: Mapping and ecological modelling of coat colour variants in an elusive Neotropical cat, the jaguarundi ( <i>Puma yagouaroundi</i> )	JOURNAL OF ZOOLOGY	DA SILVA, L. G. ; DE OLIVEIRA, T. G. ; KASPER, C. B. ; CHEREM, J. J. ; Moraes, E. A. ; PAVIOLO, A. ; EIZIRIK, E.	Qualis nao identificado	JOURNAL OF ZOOLOGY
artigoEmPeriodico	Carlos Benhur Kasper	0	0025-1461	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Trophic relationships of sympatric small carnivores in fragmented landscapes of southern Brazil: niche overlap and potential for competition	Mammalia (Paris)	KASPER, C. B.; PETERS, F. B. ; CHRISTOFF, A. U. ; FREITAS, T. R. O.	Qualis nao identificado	Mammalia (Paris)
artigoEmPeriodico	Carlos Benhur Kasper	0	1616-5047	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1016/j.mambio.2012.03.006&md5=d9be7f3acfb9071349dfa76421352754	Differential patterns of home-range, net displacement and resting sites use of Conepatus chinga in southern Brazil	Mammalian Biology (Print)	KASPER, Carlos B.; SOARES, JOSÉ B.G. ; FREITAS, THALES R.O.	Qualis nao identificado	Mammalian Biology (Print)
artigoEmPeriodico	Carlos Benhur Kasper	0	0073-4721	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0073-47212012000300009&md5=f14958fc26a7a623d1a8316ab397978c	Abundance of Conepatus chinga (Carnivora, Mephitidae) and other medium-sized mammals in grasslands of southern Brazil	Iheringia. Série Zoologia (Impresso)	KASPER, Carlos B.; BASTAZINI, VINÍCIUS A. G. ; SOARES, JOSÉ B. G. ; FREITAS, THALES R. O. DE	Qualis nao identificado	Iheringia. Série Zoologia (Impresso)
artigoEmPeriodico	Carlos Benhur Kasper	0	0073-4721	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0073-47212008000400009&md5=ee9374bbf7f59f86311dca2bff7feae4	Trophic ecology and the use of shelters and latrines by the Neotropical otter (Lontra longicaudis) in the Taquari Valley, Southern Brazil	Iheringia. Série Zoologia	KASPER, Carlos Benhur; BASTAZINI, V. A. G. ; SALVI, J. ; GRILLO, H. C. Z.	Qualis nao identificado	Iheringia. Série Zoologia
artigoEmPeriodico	Carlos Benhur Kasper	0	0104-3455	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Mamíferos do Vale do Taquari, região central do Rio Grande do Sul	Biociências (Porto Alegre)	KASPER, Carlos Benhur; FELDENS, M. J. ; MAZIM, F. D. ; SCHNEIDER, A. ; CADEMARTORI, C. V. ; GRILLO, H. C. Z.	Qualis nao identificado	Biociências (Porto Alegre)
artigoEmPeriodico	Carlos Benhur Kasper	0	0101-8175	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0101-81752007000400028&md5=93e67e76c92f7ea0b0a4e4f34a0285f1	Composição e abundância de mamíferos de médio e grande porte no Parque Estadual do Turvo, Rio Grande do Sul, Brasil	Revista Brasileira de Zoologia	KASPER, Carlos Benhur; MAZIM, F. D. ; SOARES, J. B. G. ; OLIVEIRA, T. G. de. ; FABIÁN, M. E.	B4	REVISTA BRASILEIRA DE SOCIOLOGIA
artigoEmPeriodico	Carlos Benhur Kasper	0	0101-8175	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0101-81752004000300012&md5=0775131dc2200064e6d52c307c1eafb7	Estimativa do tamanho de duas espécies de ciclídeos (Osteichthyes, Perciformes) predados por Lontra longicaudis (Olfers) (Carnivora: Mustelidae), através de análise das escamas.	Revista Brasileira de Zoologia	KASPER, Carlos Benhur; SALVI, J. ; GRILLO, H. C. Z.	B4	REVISTA BRASILEIRA DE SOCIOLOGIA
artigoEmPeriodico	Carlos Benhur Kasper	0	0101-8175	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s0101-81752004000100012&md5=2ff856681f6fea7a140a7a8ab7ebd843	Estudo preliminar sobre a ecologia de Lontra longicaudis (Olfers) (Carnivora: Mustelidae) no Vale do Taquari, Sul do Brasil.	Revista Brasileira de Zoologia	KASPER, Carlos Benhur; FELDENS, M. J. ; SALVI, J. ; GRILLO, H. C. Z.	B4	REVISTA BRASILEIRA DE SOCIOLOGIA
artigoEmPeriodico	Carmen Regina Dorneles Nogueira	2017	2446-6549	http://dx.doi.org/10.18764/2446-6549/interespaco.v2n6p379-395	UMA ABORDAGEM BIOPOLÍTICA DA ECONOMIA SOLIDÁRIA A PARTIR DE MICHEL FOUCAULT	InterEspaço: Revista de Geografia e Interdisciplinaridade	SCARANO, RENAN COSTA VALLE ; NOGUEIRA, CARMEN REGINA DORNELES	C	INTERESPAÇO: REVISTA DE GEOGRAFIA E INTERDISCIPLINARIDADE
trabalhoCompletoEmCongresso	Carmen Regina Dorneles Nogueira	2016	http://dx.doi.org/10.7198/S2318-3403201600030074	A GASTRONOMIA TÍPICA E SUA CONTRIBUIÇAO PARA A CERTIFICAÇÃO EM INDICAÇÃO GEOGRÁFICA DE PRODUTOS NA REGIÃO DAS MISSÕES/RS	7th International Symposium on Technological Innovation	NOGUEIRA, C. R. D.; ZAN, F. R. ; JASPER, J. R.	Qualis nao identificado	7th International Symposium on Technological Innovation
artigoEmPeriodico	Cassia Regina Nespolo	2018	1981-4100	http://dx.doi.org/10.17523/bia.v74n4p351	Variação anual da qualidade do leite na região Oeste Catarinense	Boletim de indústria animal (Online)	NESPOLO, C. R.; STEFANI, L. M. ; GIURIATTI, J. ; BRISOLA, M. C. ; CRECENCIO, R. B. ; BITNER, D. S.	Qualis nao identificado	Boletim de indústria animal (Online)
artigoEmPeriodico	Cassia Regina Nespolo	2018	0327-3431		Microbiological evaluation of leafy vegetables in the Fronteira Oeste region of Rio Grande do Sul State, Southern Brazil	HORTICULTURA ARGENTINA	FERREIRA, M. B. ; NESPOLO, C. R. ; BRASIL, Carla Cristina Bauermann ; BORDIN, L. C. ; TEIXEIRA, B. K. ; MODEL, B. P. ; PINHEIRO, F. C.	Qualis nao identificado	HORTICULTURA ARGENTINA
artigoEmPeriodico	Cassia Regina Nespolo	2017	2317-269X	http://dx.doi.org/10.22239/2317-269x.00848	Qualidade do leite cru ovino armazenado sob refrigeração	Vigilância Sanitária em Debate: Sociedade, Ciência e Tecnologia	MUNIEWEG, F. R. ; Nespolo, Cássia Regina ; PINHEIRO, F. C. ; GAVIAO, E. R. ; PINHEIRO, F. C. ; CZARNOBAY, M.	B1	VIGILÂNCIA SANITÁRIA EM DEBATE: SOCIEDADE, CIÊNCIA & TECNOLOGIA
artigoEmPeriodico	Cassia Regina Nespolo	2017	2176-7114	http://dx.doi.org/10.21527/2176-7114.2017.32.102-114	DESCONTAMINAÇÃO MICROBIOLÓGICA DE ESPONJAS DE COZINHA UTILIZADAS EM SERVIÇOS DE ALIMENTAÇÃO	REVISTA CONTEXTO & SAÚDE	MARQUES, A. S. ; NESPOLO, C. R. ; PINHEIRO, F. C. ; SOARES, G. M. ; PINHEIRO, F. C.	C	
artigoEmPeriodico	Cassia Regina Nespolo	2017	1678-7250		Produção de derivados lácteos de origem ovina no Brasil	Indústria de Laticínios	FERREIRA, M. B. ; NESPOLO, C. R.	Qualis nao identificado	Indústria de Laticínios
artigoEmPeriodico	Cassia Regina Nespolo	2017	2357-9617		Condições higiênicas em açougues de Itaqui, Rio Grande do Sul	Revista de Nutrição e Vigilância em Saúde	ACHILLES, R. R. ; NESPOLO, C. R. ; BRASIL, Carla Cristina Bauermann ; PINHEIRO, F. C.	Qualis nao identificado	Revista de Nutrição e Vigilância em Saúde
artigoEmPeriodico	Cassia Regina Nespolo	2016	1678-7250		Alergia às proteínas do leite bovino e de outras espécies	Indústria de Laticínios	ZUCATTI, K. P. ; NESPOLO, C. R. ; PINHEIRO, F. C. ; MELLO, K. T.	Qualis nao identificado	Indústria de Laticínios
artigoEmPeriodico	Cassia Regina Nespolo	2016	2357-9617	http://dx.doi.org/10.17648/nutrivisa-vol-3-num-2-b	Good Practices in bakeries of Itaqui, Brazil	Nutrivisa - Revista de Nutrição e Vigilância em Saúde	ZIMERMANN, R. B. ; NESPOLO, C. R. ; BRASIL, Carla Cristina Bauermann	Qualis nao identificado	Nutrivisa - Revista de Nutrição e Vigilância em Saúde
artigoEmPeriodico	Cassia Regina Nespolo	0	1676-546X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.5433/1679-0359.2014v35n4p2033&md5=1b47cd16051bebb4b5258295e046f203	Season influence on milk physico-chemical and microbiological aspects in Western Santa Catarina	Semina-Ciencias Agrarias	SIMIONI, F. J. ; LOPES, L. S. ; NESPOLO, C. R. ; STEFANI, L. M. ; BORDIGNON, R. ; BITTELBRUN, M. S.	Qualis nao identificado	Semina-Ciencias Agrarias
artigoEmPeriodico	Cassia Regina Nespolo	0	2231-7546	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Characterization of cheeses produced with ovine and caprine milk and microbiological evaluation of processing areas in the dairy plant in Brazil	International Food Research Journal	Nespolo, Cássia Regina; BRANDELLI, A.	B5	INTERNATIONAL FOOD RESEARCH JOURNAL
artigoEmPeriodico	Cassia Regina Nespolo	0	1517-8382	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1590/s1517-83822010000400020&md5=3154b54b4b7aa2b774786bc58d9324cc	Production of bacteriocin-like substances by lactic acid bacteria isolated from regional ovine cheese	Brazilian Journal of Microbiology (Impresso)	Nespolo, Cássia Regina; BRANDELLI, ADRIANO	Qualis nao identificado	Brazilian Journal of Microbiology (Impresso)
artigoEmPeriodico	Cassia Regina Nespolo	0	0021-9568	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1021/je1001335&md5=1c110d18ec0935146ad2b653fe09e685	Effect of Calcium on Ovine Caseinate Functional Properties	Journal of Chemical and Engineering Data	Nespolo, Ca?ssia R.; Reggiardo, Anselmo D. ; Canales, Manuel A. Mancilla ; Wagner, Jorge R. ; Alvarez, Estela M. ; BRANDELLI, ADRIANO ; Risso, Patricia H.	Qualis nao identificado	Journal of Chemical and Engineering Data
artigoEmPeriodico	Cassia Regina Nespolo	0	1364-727X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1471-0307.2010.00579.x&md5=3590384c1a44ebd9a27525c717af7ce6	Comparison of Fascal cheese produced with natural, commercial or autochthonous cultures	International Journal of Dairy Technology	NESPOLO, CASSIA R; CORREA, ANA PF ; RITTER, ANA C ; BRANDELLI, ADRIANO	Qualis nao identificado	International Journal of Dairy Technology
artigoEmPeriodico	Cassia Regina Nespolo	0	1679-9216	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=null&md5=f8a2d9f8af7e0fb17f9968fbbee28b49	Parâmetros microbiológicos e físico-químicos durante a produção e maturação do queijo Fascal	Acta Scientiae Veterinariae (Online)	NESPOLO, C. R.; TAFFAREL, J.A. ; BRANDELLI, A.	Qualis nao identificado	Acta Scientiae Veterinariae (Online)
